p1,p2,rps,dam,mix
-0.019999999552965164,0.019999999552965164,13.770522117614746,-0.01516282,0.08898273
-0.019999999552965164,0.019999999552965164,13.984487533569336,-0.01587069,0.09155297
-0.019999999552965164,0.019999999552965164,6.660067081451416,-0.002110448,0.03216622
-0.019999999552965164,-0.019999999552965164,13.406460762023926,-0.06931636,0.1149094
-0.019999999552965164,-0.019999999552965164,18.372905731201172,-0.09453277,0.1578358
-0.019999999552965164,-0.019999999552965164,14.6956787109375,-0.248669,0.1256693
-0.010714813135564327,0.0009620335185900331,21.144271850585938,-0.09182968,0.1783083
-0.019851818680763245,-0.015181799419224262,19.94040870666504,-0.09208837,0.1770288
-0.019999999552965164,-0.019999999552965164,19.456871032714844,-0.2455737,0.1687328
-0.017795279622077942,-0.019999999552965164,21.258960723876953,-0.1138408,0.1732538
-0.019999999552965164,-0.019999999552965164,17.128082275390625,-0.08949704,0.1487948
-0.004595387261360884,-0.019999999552965164,22.161903381347656,-0.09544387,0.1098826
-0.019999999552965164,0.019999999552965164,16.55445671081543,-0.02432051,0.1012759
-0.019999999552965164,-0.019999999552965164,17.794445037841797,-0.1341263,0.1549631
-0.019999999552965164,-0.019999999552965164,16.417455673217773,-0.06378542,0.1442207
-0.019999999552965164,-0.019999999552965164,20.679487228393555,-0.2401749,0.1832125
-0.015943177044391632,-0.0067771426402032375,23.49159812927246,-0.1303142,0.2009806
-0.019999999552965164,-0.019999999552965164,24.053802490234375,-0.09366193,0.1839351
-0.019999999552965164,0.019999999552965164,24.059608459472656,-0.06117569,0.07833407
-0.019999999552965164,-0.019999999552965164,9.942465782165527,-0.02339652,0.07988571
-0.01964336633682251,-0.009925076737999916,22.68863296508789,-0.1248205,0.2129517
-0.019999999552965164,-0.019999999552965164,10.662120819091797,-0.04664063,0.08284278
-0.019999999552965164,-0.011382522992789745,25.132999420166016,-0.1764768,0.2335761
-0.019999999552965164,-0.009446198120713234,23.636138916015625,-0.1343156,0.216724
-0.019999999552965164,-0.0093202730640769,22.687456130981445,-0.120464,0.1927292
-0.019999999552965164,-0.009975818917155266,24.29660987854004,-0.1514127,0.2120834
-0.019999999552965164,-0.009252541698515415,22.555490493774414,-0.1161931,0.1997908
-0.019999999552965164,-0.00755830155685544,16.120975494384766,-0.04126067,0.1413952
-0.019999999552965164,-0.009556244127452374,23.03699493408203,-0.1251048,0.1994665
0.019999999552965164,0.019999999552965164,5.869147300720215,-0.003292432,0.02987284
-0.019999999552965164,-0.019999999552965164,12.317221641540527,-0.03462385,0.09726214
-0.019999999552965164,-0.010543539188802242,25.132999420166016,-0.169967,0.2225492
-0.019999999552965164,-0.00561468955129385,16.093204498291016,-0.03949908,0.143514
-0.019999999552965164,-0.019999999552965164,11.083555221557617,-0.01701457,0.08785936
-0.019999999552965164,-0.019999999552965164,6.47698450088501,-0.003736615,0.04012686
0.004960632883012295,-0.019999999552965164,6.109242916107178,-0.002014908,0.01506342
0.019999999552965164,0.019999999552965164,5.696658134460449,-0.003034987,0.02851374
-0.019999999552965164,-0.019999999552965164,10.043745040893555,-0.01277741,0.07732258
-0.019999999552965164,-0.008135607466101646,11.50023365020752,-0.01548541,0.08955036
-0.019999999552965164,-0.019999999552965164,10.813041687011719,-0.01498087,0.08826215
-0.019999999552965164,-0.005065578036010265,16.11765480041504,-0.0383877,0.1335059
-0.019999999552965164,-0.019999999552965164,6.672272205352783,-0.009071189,0.03700337
-0.019999999552965164,-0.01044885441660881,12.325162887573242,-0.01986999,0.09826568
-0.019999999552965164,-0.019999999552965164,9.501524925231934,-0.02363902,0.06779895
-0.019999999552965164,-0.009133735671639442,11.310100555419922,-0.01505565,0.08805135
-0.019999999552965164,-0.019999999552965164,10.638115882873535,-0.01803524,0.08256503
0.019999999552965164,0.019999999552965164,6.052303791046143,-0.003633061,0.0310486
-0.019999999552965164,-0.008093301206827164,11.771059036254883,-0.01659953,0.09451082
-0.019999999552965164,-0.019999999552965164,6.752742767333984,-0.004183014,0.04287975
-0.019999999552965164,-0.011721431277692318,12.556044578552246,-0.02175633,0.1037919
-0.019999999552965164,0.004516550339758396,25.132999420166016,-0.120862,0.2158979
-0.019999999552965164,-0.002390991896390915,19.443130493164062,-0.06639363,0.1673199
-0.006611153017729521,0.012111167423427105,18.758258819580078,-0.05790064,0.1680317
-0.019999999552965164,-0.0008480602991767228,17.76012420654297,-0.04928402,0.1526521
-0.019999999552965164,0.005212504882365465,16.802446365356445,-0.04019338,0.1276527
-0.018098853528499603,0.010502074845135212,16.003353118896484,-0.02937268,0.1274835
0.008951973170042038,0.019999999552965164,14.484724044799805,-0.03443776,0.1144103
0.004259928595274687,0.019999999552965164,12.32723331451416,-0.01922604,0.09278849
-0.018552931025624275,0.006082114297896624,12.866905212402344,-0.01700815,0.1005738
0.0049760849215090275,0.019999999552965164,13.412489891052246,-0.02493736,0.1029249
-0.019999999552965164,0.0006366767920553684,10.415071487426758,-0.01011975,0.07316278
-0.019999999552965164,0.006075357086956501,11.925682067871094,-0.01343998,0.09168821
-0.019999999552965164,-0.006225871853530407,20.586734771728516,-0.08273111,0.1820754
-0.004502275958657265,0.0012190768029540777,10.304723739624023,-0.01244816,0.06928606
-0.006765613332390785,0.019999999552965164,15.378012657165527,-0.02786785,0.1162238
0.003184777917340398,0.0037631525192409754,16.18060302734375,-0.04664681,0.115069
-0.019999999552965164,0.003394976956769824,11.357028007507324,-0.01233553,0.08416478
-0.015523838810622692,0.009719504974782467,14.394391059875488,-0.02304453,0.113367
-0.019999999552965164,0.0006937672733329237,14.363693237304688,-0.02555361,0.1178508
-0.009853029623627663,0.008411448448896408,13.494898796081543,-0.02171331,0.1048671
-0.019999999552965164,0.008638755418360233,15.174470901489258,-0.02557246,0.1248449
-0.006171354558318853,0.00013603951083496213,12.129155158996582,-0.01939374,0.09252034
-0.019999999552965164,0.013825628906488419,12.511781692504883,-0.01316178,0.08715748
-0.019999999552965164,0.006925745401531458,9.571401596069336,-0.00697523,0.06336546
-0.019999999552965164,-0.0049429237842559814,9.997474670410156,-0.009927441,0.07384373
-0.019999999552965164,0.004065726418048143,18.466747283935547,-0.04930977,0.1567133
-0.019999999552965164,-0.0018389129545539618,13.18884563446045,-0.02081061,0.1078664
0.00905765499919653,0.007110673002898693,14.490117073059082,-0.03526349,0.09397295
0.019999999552965164,0.019999999552965164,25.132999420166016,-0.2173405,0.1924163
0.019999999552965164,0.019999999552965164,11.60488510131836,-0.02201542,0.08329771
-0.019999999552965164,-0.005797393154352903,17.193340301513672,-0.04808157,0.1542357
0.0024476952385157347,0.007914363406598568,9.871416091918945,-0.01151521,0.06299711
-0.019999999552965164,0.012983842752873898,13.613167762756348,-0.01711412,0.09910507
-0.019999999552965164,-0.000770187412854284,6.280997276306152,-0.002633128,0.03346199
-0.019999999552965164,0.010617920197546482,11.253963470458984,-0.01035752,0.08040544
0.01051919162273407,0.019999999552965164,3.1419999599456787,-0.0005216968,0.01452173
-0.019999999552965164,0.019999999552965164,12.185110092163086,-0.01102721,0.08017758
-0.019999999552965164,0.009191158227622509,8.562040328979492,-0.004919038,0.0545542
